
east:821070.0, north:807840.0, Cheung Chau, 長洲
east:835242.0, north:835055.0, Nga Man House, 雅文閣
east:820837.0, north:807138.0, Nga Ning Court, 雅寧苑
east:840762.0, north:820430.0, Nga Ping House, 雅平閣
east:812716.0, north:817494.0, Nga Shing House, 雅盛閣
east:830071.13726461, north:825041.58303392, Delight kitchen, Delight kitchen
east:835371.8660269, north:820074.07194178, Dignity Kitchen, 廚尊
east:814990.05186749, north:828552.90902079, Fantastic Kitchen, 良膳廚坊
east:837905.03691742, north:828656.51702396, hc:Kitchen, hc:Kitchen
east:844579.5279352, north:826400.92991499, HEALTH KITCHEN, HEALTH KITCHEN
east:840749.33039959, north:819443.16787632, Joyous Kitchen, 樂廚坊
east:837191.1, north:815607.0, KITCHEN HIDDEN, 秀殿
east:829040.34111789, north:826208.76313569, Sharing Kitchen, 共廚家作
east:816133.0, north:829636.0, Regency Arena, 御樂運動館
east:836023.82013329, north:818186.30481699, GEORGE PRIVATE KITCHEN, 冲菜
east:836019.39512561, north:818186.87754658, GEORGE PRIVATE KITCHEN, 冲菜
east:836783.2, north:815665.6, VAN GOGH KITCHEN, 凡高廚房
east:837782.02107501, north:828996.60208339, Hong Kong Kitchen (Fo Tan), 銀杏館 (香港廚房 - 到會服務)
east:835362.73536165, north:821995.05390239, TWGHS CHAN UN CHAN THIRD AGE VOLUNTEERS CENTRE CUM COMMUNITY KITCHEN, 東華三院陳婉珍第三齡義工中心暨膳深軒
east:835759.8, north:821375.6, HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION, 香港基督教女青年會
east:814877.0, north:828964.0, Recycling Organisations and Collection Points: Food For Good Tuen Mun Community Kitchen, 回收機構及收集點： 齊惜福屯門社區廚房
east:812199.7, north:820241.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 04460), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 04460)
east:812098.0, north:816937.0, Novotel Citygate Hong Kong, 諾富特東薈城酒店
east:838415.34375, north:816780.84375, FORT STREET, 堡壘街
east:842396.0, north:815872.0, North Caponier, 北溝堡
east:842333.0, north:815799.0, South Caponier, 南溝堡
east:842176.0, north:816080.0, West Caponier, 西溝堡
east:841523.0, north:821906.0, Windsor Castle A, 溫莎堡A
east:841517.0, north:821901.0, Windsor Castle B, 溫莎堡B
east:841510.0, north:821895.0, Windsor Castle C, 溫莎堡C
east:841504.0, north:821891.0, Windsor Castle D, 溫莎堡D
east:841496.0, north:821886.0, Windsor Castle E, 溫莎堡E
east:833974.50160355, north:816093.37482815, Third Sector Connect, 與賢為伍
east:831637.0, north:833712.0, DRAGON VILLA, 龍堡豪庭
east:832048.0, north:815448.0, Pinewood Battery (disused), 松林廢堡
east:838353.0, north:816786.0, Fort Mansion, 堡壘大樓
east:846677.0, north:819986.0, Royal Castle Clubhouse, 君爵堡會所
east:846191.0, north:820310.0, Casa Loma Block 1, 富嘉堡1座
east:846218.0, north:820304.0, Casa Loma Block 2, 富嘉堡2座
east:846163.0, north:820286.0, Casa Loma Block 3, 富嘉堡3座
east:846181.0, north:820283.0, Casa Loma Block 4, 富嘉堡4座
east:846201.0, north:820279.0, Casa Loma Block 5, 富嘉堡5座
east:835491.0, north:832718.0, JC Castle House 1, 龍成堡1屋
east:835459.0, north:832775.0, JC Castle House 10, 龍成堡10屋
east:835474.0, north:832844.0, JC Castle House 100, 龍成堡100屋
east:835488.0, north:832821.0, JC Castle House 108, 龍成堡108屋
east:835457.0, north:832779.0, JC Castle House 11, 龍成堡11屋
east:835450.0, north:832790.0, JC Castle House 12, 龍成堡12屋
east:835447.0, north:832793.0, JC Castle House 18, 龍成堡18屋
east:835478.0, north:832722.0, JC Castle House 2, 龍成堡2屋
east:835437.0, north:832800.0, JC Castle House 20, 龍成堡20屋
east:835432.0, north:832801.0, JC Castle House 22, 龍成堡22屋
east:835419.0, north:832804.0, JC Castle House 23, 龍成堡23屋
east:835414.0, north:832803.0, JC Castle House 28, 龍成堡28屋
east:835465.0, north:832745.0, JC Castle House 3, 龍成堡3屋
east:835404.0, north:832796.0, JC Castle House 30A, 龍成堡30A屋
east:835397.0, north:832793.0, JC Castle House 30B, 龍成堡30B屋
east:835375.0, north:832800.0, JC Castle House 31A, 龍成堡31A屋
east:835372.0, north:832807.0, JC Castle House 31B, 龍成堡31B屋
east:835411.0, north:832845.0, JC Castle House 32A, 龍成堡32A屋
east:835413.0, north:832852.0, JC Castle House 32B, 龍成堡32B屋
east:835417.0, north:832862.0, JC Castle House 33A, 龍成堡33A屋
east:835419.0, north:832869.0, JC Castle House 33B, 龍成堡33B屋
east:835441.0, north:832876.0, JC Castle House 38A, 龍成堡38A屋
east:835448.0, north:832874.0, JC Castle House 38B, 龍成堡38B屋
east:835464.0, north:832758.0, JC Castle House 6, 龍成堡6屋
east:835463.0, north:832763.0, JC Castle House 8, 龍成堡8屋
east:835459.0, north:832864.0, JC Castle House 80A, 龍成堡80A屋
east:835461.0, north:832858.0, JC Castle House 80B, 龍成堡80B屋
east:835495.0, north:832804.0, JC Castle House 81A, 龍成堡81A屋
east:835496.0, north:832798.0, JC Castle House 81B, 龍成堡81B屋
east:835501.0, north:832788.0, JC Castle House 82A, 龍成堡82A屋
east:835503.0, north:832782.0, JC Castle House 82B, 龍成堡82B屋
east:837198.2, north:815640.1, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:831352.3, north:840337.1, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:831106.12635638, north:840504.479983, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07021), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07021)
east:846019.2835844, north:827037.6758218, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07676), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07676)
east:830046.91000643, north:825872.77917023, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 06991), 已登記的WiFi 熱點: 香港電話有限公司 (APID 06991)
east:834656.51626436, north:834522.62385159, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07151), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07151)
east:837198.97863632, north:815642.19020952, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07383), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07383)
east:835416.3, north:834816.1, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:835414.22768925, north:834812.79149286, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07215), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07215)
east:835415.5, north:820358.5, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:834644.3, north:834529.4, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:835403.5775329, north:820364.18785594, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07214), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07214)
east:840183.0, north:819617.0, One Bay East East Tower, One Bay East東座
east:840137.0, north:819661.0, One Bay East West Tower, One Bay East西座
east:835189.0, north:818497.0, The AustinTower 3, The Austin第3座
east:835234.0, north:818437.0, The Austin Tower 1, The Austin第1座
east:835210.0, north:818472.0, The Austin Tower 2, The Austin第2座
east:835169.0, north:818525.0, The Austin Tower 5, The Austin第5座
east:838483.0, north:820839.0, The Henley Tower 1, THE HENLEY 第1座
east:838455.0, north:820856.0, The Henley Tower 2, THE HENLEY 第2座
east:838431.0, north:820896.0, The Henley Tower 3A, THE HENLEY 第3A座
east:838417.0, north:820908.0, The Henley Tower 3B, THE HENLEY 第3B座
east:821571.0, north:834109.0, The YOHO Hub Club House, The YOHO Hub會所
east:838509.0, north:820862.0, The Henley Condominium A, THE HENLEY 低座A座
east:838482.0, north:820888.0, The Henley Condominium B, THE HENLEY 低座B座
east:838451.0, north:820918.0, The Henley Condominium C, THE HENLEY 低座C座
east:838425.0, north:820944.0, The Henley Condominium D, THE HENLEY 低座D座
east:821854.0, north:834081.0, The YOHO Hub Tower 1, The YOHO Hub第1座
east:821806.0, north:834081.0, The YOHO Hub Tower 2, The YOHO Hub第2座
east:821748.0, north:834075.0, The YOHO Hub Tower 3, The YOHO Hub第3座
east:821585.0, north:834081.0, The YOHO Hub Tower 5, The YOHO Hub第5座
east:845927.707, north:817290.076, The LOHAS, The LOHAS 康城
east:839031.0, north:832555.0, THE GRACES．PROVIDENCE BAY, 海鑽.天賦海灣
east:839031.0, north:832562.0, The Graces‧Providence Bay, 海鑽‧天賦海灣
east:838209.0, north:811132.0, The Repulse Bay Arcade, 影灣園商場
east:818860.0, north:825232.0, The Castle Bay Block A1, 青麗灣別墅A1座
east:818915.0, north:825233.0, The Castle Bay Block A10, 青麗灣別墅A10座
east:818866.0, north:825233.0, The Castle Bay Block A2, 青麗灣別墅A2座
east:818872.0, north:825233.0, The Castle Bay Block A3, 青麗灣別墅A3座
east:818879.0, north:825233.0, The Castle Bay Block A4, 青麗灣別墅A4座
east:818884.0, north:825233.0, The Castle Bay Block A5, 青麗灣別墅A5座
east:818891.0, north:825233.0, The Castle Bay Block A6, 青麗灣別墅A6座
east:818896.0, north:825233.0, The Castle Bay Block A7, 青麗灣別墅A7座
east:818903.0, north:825234.0, The Castle Bay Block A8, 青麗灣別墅A8座
east:818908.0, north:825233.0, The Castle Bay Block A9, 青麗灣別墅A9座
east:818858.0, north:825200.0, The Castle Bay Block B1, 青麗灣別墅B1座
east:818860.0, north:825192.0, The Castle Bay Block B2, 青麗灣別墅B2座
east:818866.0, north:825188.0, The Castle Bay Block B3, 青麗灣別墅B3座
east:818872.0, north:825188.0, The Castle Bay Block B4, 青麗灣別墅B4座
east:818920.0, north:825189.0, The Castle Bay Block B5, 青麗灣別墅B5座
east:818918.0, north:825200.0, The Castle Bay Block B6, 青麗灣別墅B6座
east:818928.0, north:825210.0, The Castle Bay Block B7, 青麗灣別墅B7座
east:818929.0, north:825215.0, The Castle Bay Block B8, 青麗灣別墅B8座
east:818824.0, north:825201.0, The Castle Bay Block C1, 青麗灣別墅C1座
east:818840.0, north:825200.0, The Castle Bay Block C2, 青麗灣別墅C2座
east:818847.0, north:825196.0, The Castle Bay Block C3, 青麗灣別墅C3座
east:818878.0, north:825186.0, The Castle Bay Block D1, 青麗灣別墅D1座
east:818935.0, north:825238.0, The Castle Bay Block D10, 青麗灣別墅D10座
east:818884.0, north:825184.0, The Castle Bay Block D2, 青麗灣別墅D2座
east:818890.0, north:825184.0, The Castle Bay Block D3, 青麗灣別墅D3座
east:818896.0, north:825181.0, The Castle Bay Block D4, 青麗灣別墅D4座
east:818903.0, north:825182.0, The Castle Bay Block D5, 青麗灣別墅D5座
east:838178.4291, north:828773.121370001, MIN FONG LANE, 麵房里
east:838204.90778, north:828699.11764, MIN FONG STREET, 麵房街
east:838704.0, north:821173.0, One Kai Tak(I)Block 1, 啟德1號(I)低座第一座
east:838694.0, north:821206.0, One Kai Tak(I)Tower 1, 啟德1號(I)大廈第一座
east:838726.0, north:821174.0, ONE KAI TAK(I), 啟德1號(I)
east:833153.0, north:816429.0, ONE PACIFIC HEIGHTS, 盈峰一號
east:807247.0, north:816014.0, , 長春
east:839023.0, north:827083.0, City One, 第一城
east:837448.0, north:811399.0, Hosue 1, 第一座
east:846295.0, north:817163.0, Tower 1, 第一座
east:832433.0, north:840161.0, Tower 1, 第一座
east:828708.567, north:840321.662, Valais 1, 天巒1
east:838731.0, north:821151.0, One Kai Tak(I)Block 2, 啟德1號(I)低座第二座
east:838741.0, north:821141.0, One Kai Tak(I)Block 3, 啟德1號(I)低座第三座
east:838755.0, north:821126.0, One Kai Tak(I)Block 5, 啟德1號(I)低座第五座
east:838765.0, north:821118.0, One Kai Tak(I)Block 6, 啟德1號(I)低座第六座
east:838785.0, north:821142.0, One Kai Tak(I)Block 7, 啟德1號(I)低座第七座
east:838762.0, north:821158.0, One Kai Tak(I)Tower 2, 啟德1號(I)大廈第二座
east:835843.0, north:815259.0, Chun Fai Building, 春暉大廈
east:834979.82767478, north:820702.28876801, WONTONMEEN HOSTEL, 雲吞麵
east:843043.0, north:832298.0, Double Cove Phase 1 Block 1, 迎海第一期第一座
east:839458.0, north:829874.0, Windsor Park Phase 1 Block 1, 寶栢苑一期第1座
east:838497.44055, north:826338.86445, Route 1, 1號幹線
east:836004.0, north:815087.0, One Wanchai, 壹環
east:837007.0, north:820830.0, Springvale, 春苑
east:844569.0, north:820300.0, Metro City Phase 1 Block 1, 新都城第一期第一座
east:835297.0, north:822525.0, Beacon Heights Phase 1 Block 1, 畢架山花園第一期1座
east:835745.2, north:818535.6, 新永春賓館, 新永春賓館
east:837185.0, north:819945.0, Celestial Heights Phase 1, 半山壹號第1期
east:828617.0, north:825998.0, Belvedere Garden Phase 1 Tower 1, 麗城花園第一期第1座
east:835537.0, north:817452.0, One Peking, 北京道一號
east:830544.0, north:826425.0, , 春三園
east:836204.0, north:819762.0, Dawn Garden, 春曉園
east:836281.0, north:820848.0, Spring Heights, 春秋閣
east:845315.0, north:845855.0, Ap Lo Chun, 鴨螺春
east:828959.55, north:822174.276, Chun Fa Lok, 春花落
east:838029.19962, north:814899.010910001, CHUN FAI ROAD, 春暉道
east:838069.18168, north:815166.364569999, CHUN FAI TERRACE, 春暉臺
east:837320.5975, north:814188.500499999, CHUN SHING STREET, 春勝街
east:837425.49507, north:819132.568159999, CHUN TIN STREET, 春田街
east:838407.81299, north:816925.91367, CHUN YEUNG STREET, 春秧街
east:846114.941, north:826806.575959999, NIN CHUN STREET, 年春街
east:833888.0, north:834062.0, PUN CHUN YUEN, 半春園
east:835808.12261, north:815121.70128, SPRING GARDEN LANE, 春園街
east:846007.544, north:826840.551999999, YI CHUN STREET, 宜春街
east:823978.0, north:825249.0, Sea Crest Villa Phase 1 Block 1, 浪翠園第一期第一座
east:836824.0, north:812280.0, 1 Shouson Hill Road East House 1, 壽臣山道東一號1座
east:829180.0, north:826224.0, 1 Avenue, 沙咀道一號
east:835663.9, north:818870.4, 1 IN 1 INN, 一家一民宿
east:838725.0, north:821174.0, One Kai Tak(I), 啟德１號（Ｉ）
east:835440.1, north:819732.5, KHON KAEN, 金泰會
east:835352.0, north:825475.0, GOLDEN TIME VILLAS, 金泰別墅
east:835566.8, north:820548.5, KAM TAI INN, 金泰賓館
east:835329.0, north:825453.0, Golden Time Villas 1, 金泰別墅1
east:835367.0, north:825491.0, Golden Time Villas 10, 金泰別墅10
east:835358.0, north:825487.0, Golden Time Villas 11, 金泰別墅11
east:835354.0, north:825487.0, Golden Time Villas 12, 金泰別墅12
east:835348.0, north:825486.0, Golden Time Villas 13, 金泰別墅13
east:835335.0, north:825485.0, Golden Time Villas 14, 金泰別墅14
east:835328.0, north:825477.0, Golden Time Villas 15, 金泰別墅15
east:835326.0, north:825474.0, Golden Time Villas 16, 金泰別墅16
east:835320.0, north:825467.0, Golden Time Villas 17, 金泰別墅17
east:835336.0, north:825456.0, Golden Time Villas 2, 金泰別墅2
east:835344.0, north:825459.0, Golden Time Villas 3, 金泰別墅3
east:835347.0, north:825461.0, Golden Time Villas 4, 金泰別墅4
east:835353.0, north:825464.0, Golden Time Villas 5, 金泰別墅5
east:835360.0, north:825467.0, Golden Time Villas 6, 金泰別墅6
east:835367.0, north:825469.0, Golden Time Villas 7, 金泰別墅7
east:835370.0, north:825472.0, Golden Time Villas 8, 金泰別墅8
east:835376.0, north:825475.0, Golden Time Villas 9, 金泰別墅9
east:829959.0, north:825260.0, Gunzetal Ltd (Previous Name), 金泰線廠有限公司 (前稱)
east:829916.0, north:825241.0, Gunzetal Ltd (Previous Name), 金泰線廠有限公司 (前稱)
east:829987.0, north:825256.0, Gunzetal Ltd (Previous Name), 金泰線廠有限公司 (前稱)
east:819680.1, north:817466.1, Wi-Fi.HK Hotspot Locations: Discovery Bay Recreation Club, Wi-Fi.HK 熱點位置: 愉景灣康樂會
east:819669.8, north:817465.0, Wi-Fi.HK Hotspot Locations: Discovery Bay Recreation Club, Wi-Fi.HK 熱點位置: 愉景灣康樂會
east:837520.0, north:815101.0, INDIAN RECREATION CLUB, 印度遊樂會
east:836087.1, north:818091.8, JOLLY RESTAURANT, 壹食就醉
east:832099.1071713, north:825128.17185501, MacLehose Restaurant, 麥理浩餐廳
east:840957.44215241, north:819405.84510859, Hong Lin Restaurant, 康年餐廳
east:836680.0, north:815409.1, MAMADAY RESTAURANT & BAR, 嘛嘛地
east:835843.34361964, north:815439.86864013, Our City Love Restaurants, 友善香港好餐廳
east:835462.3, north:819727.8, UPPER BAR AND RESTAURANT, UPPER BAR AND RESTAURANT
east:814219.0, north:827028.0, Tuen Mun Recreation and Sports Centre General Restaurant and Pro Shop, 屯門康樂體育中心餐廳及體育用品專門店
east:838962.0, north:827898.0, STAR SEAFOOD FLOATING RESTAURANT, 明星海鮮舫
east:834754.0, north:815418.0, Park Inn Restaurant & Bar (Previous Name), 湖心餐廳 (前稱)
east:838250.0, north:828511.0, Tao Heung Training Restaurant (Other Name), 稻香訓練酒樓 (別稱)
east:842233.0, north:815517.0, Lei Yue Mun Park Restaurant (Other Name), 鯉魚門公園餐廳 (別稱)
east:833909.8, north:815918.3, Wi-Fi.HK Hotspot Locations: Jashan Celebrating Indian Cuisine, Wi-Fi.HK 熱點位置: Jashan Celebrating Indian Cuisine
east:839585.0, north:821557.0, Hong Kong Federation of Youth Groups Jockey Club Ping Shek Youth S.P.O.T., 香港青年協會賽馬會坪石青年空間
east:831037.9, north:823340.3, Wi-Fi.HK Hotspot Locations: Carnival Restaurant (Kwai Chung), Wi-Fi.HK 熱點位置: 嘉年華海鮮酒家-賢麗苑商場
east:836127.8, north:812018.3, Wi-Fi.HK Hotspot Locations: Neptune Restaurant, Ocean Park, Wi-Fi.HK 熱點位置: 海洋公園 - 海龍王餐廳
east:836127.8, north:812018.3, Wi-Fi.HK Hotspot Locations: Tuxedos Restaurant, Ocean Park, Wi-Fi.HK 熱點位置: 海洋公園 - 冰極餐廳
east:832540.1, north:816578.4, Wi-Fi.HK Hotspot Locations: Star Seafood Restaurant - Western District, Wi-Fi.HK 熱點位置: 明星海鮮酒家-西環
